1.429157733686087132e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733700124979e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733716088533e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733732066870e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733746065617e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733759084225e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733773058653e+09 -5.466987685775368533e-01 0.000000000000000000e+00
1.429157733786045790e+09 -5.476612349954921299e-01 -4.812332089773183746e-02
1.429157733800060034e+09 -5.476612349954921299e-01 -2.406166044886591873e-02
1.429157733814055681e+09 -5.486237014134465184e-01 -5.413873600994831281e-02
1.429157733830057383e+09 -5.505486342493552954e-01 -7.519268890270598693e-02
1.429157733844082832e+09 -5.524735670852649605e-01 -1.391064744700060973e-01
1.429157733860067606e+09 -5.553612326552377354e-01 -1.176898739381852660e-01
1.429157733873049736e+09 -5.572861654911474005e-01 -1.737924332583364317e-01
1.429157733887057543e+09 -5.592110983270561775e-01 -1.831428584246318769e-01
1.429157733903090000e+09 -5.630612303149842290e-01 -1.878180710077796134e-01
1.429157733916957855e+09 -5.659486295688473945e-01 -2.394544675679758372e-01
1.429157733932033539e+09 -5.707612279747298345e-01 -2.159738755794515797e-01
1.429157733946057081e+09 -5.736486272285938881e-01 -2.705550625150029420e-01
1.429157733960066795e+09 -5.794236920524307166e-01 -2.796474939506969903e-01
1.429157733975061893e+09 -5.823110913062947702e-01 -2.864734754301926922e-01
1.429157733989039660e+09 -5.890486225480859872e-01 -3.357433204667172877e-01
1.429157734000082493e+09 -5.928984882199044293e-01 -3.122416229265541632e-01
1.429157734014034986e+09 -5.967486202078324808e-01 -3.668136552458583499e-01
1.429157734027074099e+09 -6.005984858796509229e-01 -3.759001278586133199e-01
1.429157734040061235e+09 -6.082984835393965284e-01 -3.804566633256843966e-01
1.429157734057077408e+09 -6.131110819452789684e-01 -4.319907279209943551e-01
1.429157734070078373e+09 -6.217735460229798505e-01 -4.084886309066677046e-01
1.429157734084078312e+09 -6.265858781127526811e-01 -4.630537390071376991e-01
1.429157734097963095e+09 -6.313984765186351211e-01 -4.721567897976783890e-01
1.429157734110080481e+09 -6.419858734322447802e-01 -4.767082985481919666e-01
1.429157734122067213e+09 -6.467984718381272202e-01 -5.041769409795961998e-01
1.429157734138078928e+09 -6.525735366619640487e-01 -5.408417116816395254e-01
1.429157734154078007e+09 -6.641233999935289845e-01 -5.683336234830683731e-01
1.429157734169098854e+09 -6.766359960591570299e-01 -5.729200529333755565e-01
1.429157734183068037e+09 -6.824107945668851372e-01 -6.233365552667473608e-01
1.429157734197073936e+09 -6.891483258086763541e-01 -6.370806635994555878e-01
1.429157734212052345e+09 -7.026233882922596763e-01 -6.554168605997874320e-01
1.429157734226088524e+09 -7.093609195340508933e-01 -6.691690249947930269e-01
1.429157734243093729e+09 -7.237981821194794385e-01 -6.714477587815194104e-01
1.429157734259073019e+09 -7.305357133612706555e-01 -6.972384765681192142e-01
1.429157734275082350e+09 -7.449732422628083661e-01 -7.036861227252555473e-01
1.429157734292085886e+09 -7.603732375823004652e-01 -7.368429443499329157e-01
1.429157734305058002e+09 -7.690357016600013473e-01 -8.098338648214158386e-01
1.429157734322061062e+09 -7.844356969794934464e-01 -7.899168153980129503e-01
1.429157734337061644e+09 -7.921356946392394960e-01 -7.749790116857040445e-01
1.429157734349940538e+09 -8.084981563766864276e-01 -8.206127430174025017e-01
