1.429158634853276730e+09 1.111111111111111110e-03 0.000000000000000000e+00
1.429158634866294861e+09 1.111111111111111110e-03 0.000000000000000000e+00
1.429158634879258633e+09 1.111111111111111110e-03 0.000000000000000000e+00
1.429158634893260241e+09 1.111111111111111110e-03 0.000000000000000000e+00
1.429158634907257080e+09 1.111111111111111110e-03 2.318001007316289333e-06
1.429158634937230110e+09 4.444444444444444441e-03 6.813297255171670231e-06
1.429158634954260349e+09 6.666666666666667095e-03 4.548829186845708361e-06
1.429158634970272541e+09 1.333333333333333419e-02 7.625589216196978512e-06
1.429158634987255096e+09 2.000000000000000042e-02 4.686947084135479619e-06
1.429158635001248598e+09 2.333333333333333440e-02 9.018087035251988681e-07
1.429158635017269135e+09 2.999999999999999889e-02 2.663153810081658342e-06
1.429158635032279491e+09 3.333333333333333287e-02 3.295881949641086335e-06
1.429158635048277855e+09 4.111111111111111216e-02 7.376927468511793138e-06
1.429158635064275742e+09 4.444444444444444614e-02 2.320831193140259600e-06
1.429158635080275536e+09 5.333333333333333676e-02 5.023957195657270818e-06
1.429158635097236872e+09 6.444444444444444309e-02 5.698571050608599708e-06
1.429158635114274502e+09 6.888888888888888840e-02 2.649063244462013109e-06
1.429158635128243446e+09 8.000000000000000167e-02 5.288179273958559366e-06
1.429158635143229246e+09 8.555555555555555136e-02 4.581417888402939046e-06
1.429158635159242868e+09 9.777777777777778290e-02 5.944643031667780171e-06
1.429158635174261570e+09 1.044444444444444509e-01 2.894408104044419619e-06
1.429158635190190315e+09 1.177777777777777729e-01 5.384629799260033471e-06
1.429158635205233097e+09 1.311111111111111227e-01 5.888686411910586665e-06
1.429158635219212532e+09 1.377777777777777768e-01 4.730614040184904087e-06
1.429158635236214876e+09 1.522222222222222310e-01 5.573310578862826413e-06
1.429158635253264427e+09 1.600000000000000033e-01 5.904857621148780810e-06
1.429158635269230843e+09 1.766666666666666663e-01 6.306029994178701525e-06
1.429158635285240412e+09 1.933333333333333293e-01 4.679669660550576404e-06
1.429158635298203468e+09 2.022222222222222199e-01 7.653091516759661262e-06
1.429158635312219143e+09 2.111111111111111105e-01 5.703367361867869083e-06
1.429158635330238342e+09 2.300000000000000100e-01 7.695214202006658619e-06
1.429158635347239971e+09 2.488888888888888817e-01 5.941328213170722813e-06
1.429158635365251780e+09 2.600000000000000089e-01 4.838707132471932004e-06
1.429158635382250309e+09 2.788888888888889084e-01 5.417483065415311361e-06
1.429158635396221876e+09 2.999999999999999889e-01 5.238447683276953482e-06
1.429158635410235643e+09 3.099999999999999978e-01 5.695982663719742186e-06
1.429158635426248789e+09 3.311111111111111338e-01 1.027419956194029998e-05
1.429158635442231655e+09 3.411111111111110872e-01 7.940897097190221173e-06
1.429158635458210230e+09 3.633333333333333415e-01 7.143226900586375735e-06
1.429158635473246098e+09 3.744444444444444686e-01 6.892140954732894999e-06
1.429158635489228010e+09 3.955555555555555491e-01 7.638122058577008109e-06
1.429158635504211903e+09 4.177777777777778034e-01 5.616411497747456404e-06
1.429158635520232916e+09 4.288888888888888751e-01 6.578199703384328763e-06
1.429158635536243916e+09 4.511111111111111294e-01 9.263733884802570934e-06
1.429158635552252293e+09 4.600000000000000200e-01 9.614872159781279857e-06
1.429158635569200277e+09 4.822222222222222188e-01 8.720370630423227585e-06
1.429158635586235285e+09 5.044444444444444731e-01 9.728206528557670665e-06
1.429158635602245092e+09 5.144444444444444819e-01 1.123380260886969452e-05
1.429158635616201401e+09 5.366666666666666252e-01 1.098747813591250715e-05
1.429158635632243872e+09 5.477777777777778079e-01 9.992512425890675589e-06
1.429158635648221970e+09 5.688888888888888884e-01 1.036575133049929562e-05
1.429158635663247347e+09 5.799999999999999600e-01 1.441439682686770450e-05
1.429158635679206133e+09 6.022222222222222143e-01 1.112273514822677301e-05
1.429158635693203926e+09 6.244444444444444686e-01 9.097928802172342236e-06
1.429158635709202528e+09 6.333333333333333037e-01 1.184556495260309217e-05
1.429158635722233534e+09 6.444444444444444864e-01 1.261982238954967914e-05
1.429158635738243818e+09 6.666666666666666297e-01 1.441439682686770450e-05
1.429158635753212452e+09 6.777777777777778123e-01 1.073874188242135175e-05
1.429158635768239975e+09 6.988888888888888928e-01 1.653895609908633601e-05
1.429158635785229683e+09 7.088888888888889017e-01 1.487091183662414591e-05
1.429158635802211285e+09 7.311111111111111560e-01 1.062338550885518326e-05
1.429158635815205812e+09 7.533333333333332993e-01 1.255735479019306247e-05
1.429158635829230070e+09 7.644444444444444819e-01 1.291708261878402197e-05
1.429158635845228672e+09 7.855555555555555625e-01 1.689233575706128711e-05
